"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
0,NA,NA,NA,NA,NA,"ENST00000520505"
0,NA,NA,NA,NA,NA,"ENST00000523144"
0,NA,NA,NA,NA,NA,"ENST00000605217"
0,NA,NA,NA,NA,NA,"ENST00000614184"
8.64353093794439,0.0889152485551453,1.04420590584433,0.0851510684410943,0.932141290953287,0.968867616739474,"ENST00000441006"
2.03428869359558,0.532475672602553,2.00115397910233,0.26608430843558,0.790174279568504,NA,"ENST00000414401"
2.25665431834887,-0.00522241511507067,1.43422196496653,-0.00364128791960912,0.997094679007772,0.998399776755164,"ENST00000609932"
12.5766318017646,-0.257859198663173,0.728442087546365,-0.353987232577031,0.723348451480316,0.879415775355997,"ENST00000609596"
0.758831416729112,-3.26290458457845,2.66809009411105,-1.22293643373597,0.221353706187372,NA,"ENST00000636648"
4.42641253893842,-1.2979772647998,1.01516406393637,-1.27858866454236,0.201041943779989,0.459039505212678,"ENST00000608373"
1.21156188261521,-0.746500547624707,2.11073622403092,-0.353668326305168,0.723587462303428,NA,"ENST00000609791"
